protein,feature_set,model,true,predicted,count
NEP_protein,ptm_plus_strain_all,LogisticReg,Human,Swine,9
NEP_protein,ptm_plus_strain_all,LogisticReg,Swine,Avian,4
NEP_protein,ptm_plus_strain_all,LogisticReg,Swine,Human,34
NEP_protein,ptm_plus_strain_all,LogisticReg,Swine,Swine,40
HA_full,strain_only,RandomForest,Avian,Avian,135
HA_full,strain_only,RandomForest,Avian,Human,0
HA_full,strain_only,RandomForest,Avian,Swine,6
HA_full,strain_only,RandomForest,Human,Avian,34
HA_full,strain_only,RandomForest,Human,Human,0
HA_full,strain_only,RandomForest,Human,Swine,340
HA_full,strain_only,RandomForest,Swine,Avian,4
HA_full,strain_only,RandomForest,Swine,Human,0
HA_full,strain_only,RandomForest,Swine,Swine,94
HA_full,strain_only,LogisticReg,Avian,Avian,135
HA_full,strain_only,LogisticReg,Avian,Human,0
HA_full,strain_only,LogisticReg,Avian,Swine,6
HA_full,strain_only,LogisticReg,Human,Avian,34
HA_full,strain_only,LogisticReg,Human,Human,0
HA_full,strain_only,LogisticReg,Human,Swine,340
HA_full,strain_only,LogisticReg,Swine,Avian,4
HA_full,strain_only,LogisticReg,Swine,Human,0
HA_full,strain_only,LogisticReg,Swine,Swine,94
HA_full,ptm_all,RandomForest,Avian,Avian,138
HA_full,ptm_all,RandomForest,Avian,Human,2
HA_full,ptm_all,RandomForest,Avian,Swine,1
HA_full,ptm_all,RandomForest,Human,Avian,28
HA_full,ptm_all,RandomForest,Human,Human,344
HA_full,ptm_all,RandomForest,Human,Swine,2
HA_full,ptm_all,RandomForest,Swine,Avian,4
HA_full,ptm_all,RandomForest,Swine,Human,39
HA_full,ptm_all,RandomForest,Swine,Swine,55
HA_full,ptm_plus_strain_all,RandomForest,Avian,Avian,138
HA_full,ptm_plus_strain_all,RandomForest,Avian,Human,2
HA_full,ptm_plus_strain_all,RandomForest,Avian,Swine,1
HA_full,ptm_plus_strain_all,RandomForest,Human,Avian,28
HA_full,ptm_plus_strain_all,RandomForest,Human,Human,344
HA_full,ptm_plus_strain_all,RandomForest,Human,Swine,2
HA_full,ptm_plus_strain_all,RandomForest,Swine,Avian,4
HA_full,ptm_plus_strain_all,RandomForest,Swine,Human,37
HA_full,ptm_plus_strain_all,RandomForest,Swine,Swine,57
HA_full,ptm_all,LogisticReg,Avian,Avian,138
HA_full,ptm_all,LogisticReg,Avian,Human,1
HA_full,ptm_all,LogisticReg,Avian,Swine,2
HA_full,ptm_all,LogisticReg,Human,Avian,31
HA_full,ptm_all,LogisticReg,Human,Human,314
HA_full,ptm_all,LogisticReg,Human,Swine,29
HA_full,ptm_all,LogisticReg,Swine,Avian,4
HA_full,ptm_all,LogisticReg,Swine,Human,39
HA_full,ptm_all,LogisticReg,Swine,Swine,55
HA_full,ptm_plus_strain_all,LogisticReg,Avian,Avian,138
HA_full,ptm_plus_strain_all,LogisticReg,Avian,Human,1
HA_full,ptm_plus_strain_all,LogisticReg,Avian,Swine,2
HA_full,ptm_plus_strain_all,LogisticReg,Human,Avian,31
HA_full,ptm_plus_strain_all,LogisticReg,Human,Human,314
HA_full,ptm_plus_strain_all,LogisticReg,Human,Swine,29
HA_full,ptm_plus_strain_all,LogisticReg,Swine,Avian,4
HA_full,ptm_plus_strain_all,LogisticReg,Swine,Human,39
HA_full,ptm_plus_strain_all,LogisticReg,Swine,Swine,55
HA_full,ptm_fast,RandomForest,Avian,Avian,140
HA_full,ptm_fast,RandomForest,Avian,Human,1
HA_full,ptm_fast,RandomForest,Avian,Swine,0
HA_full,ptm_fast,RandomForest,Human,Avian,329
HA_full,ptm_fast,RandomForest,Human,Human,45
HA_full,ptm_fast,RandomForest,Human,Swine,0
HA_full,ptm_fast,RandomForest,Swine,Avian,90
HA_full,ptm_fast,RandomForest,Swine,Human,8
HA_full,ptm_fast,RandomForest,Swine,Swine,0
HA_full,ptm_plus_strain_fast,RandomForest,Avian,Avian,135
HA_full,ptm_plus_strain_fast,RandomForest,Avian,Human,0
HA_full,ptm_plus_strain_fast,RandomForest,Avian,Swine,6
HA_full,ptm_plus_strain_fast,RandomForest,Human,Avian,34
HA_full,ptm_plus_strain_fast,RandomForest,Human,Human,45
HA_full,ptm_plus_strain_fast,RandomForest,Human,Swine,295
HA_full,ptm_plus_strain_fast,RandomForest,Swine,Avian,4
HA_full,ptm_plus_strain_fast,RandomForest,Swine,Human,8
HA_full,ptm_plus_strain_fast,RandomForest,Swine,Swine,86
HA_full,ptm_fast,LogisticReg,Avian,Avian,140
HA_full,ptm_fast,LogisticReg,Avian,Human,1
HA_full,ptm_fast,LogisticReg,Avian,Swine,0
HA_full,ptm_fast,LogisticReg,Human,Avian,329
HA_full,ptm_fast,LogisticReg,Human,Human,45
HA_full,ptm_fast,LogisticReg,Human,Swine,0
HA_full,ptm_fast,LogisticReg,Swine,Avian,90
HA_full,ptm_fast,LogisticReg,Swine,Human,8
HA_full,ptm_fast,LogisticReg,Swine,Swine,0
HA_full,ptm_plus_strain_fast,LogisticReg,Avian,Avian,135
HA_full,ptm_plus_strain_fast,LogisticReg,Avian,Human,0
HA_full,ptm_plus_strain_fast,LogisticReg,Avian,Swine,6
HA_full,ptm_plus_strain_fast,LogisticReg,Human,Avian,34
HA_full,ptm_plus_strain_fast,LogisticReg,Human,Human,45
HA_full,ptm_plus_strain_fast,LogisticReg,Human,Swine,295
HA_full,ptm_plus_strain_fast,LogisticReg,Swine,Avian,4
HA_full,ptm_plus_strain_fast,LogisticReg,Swine,Human,8
HA_full,ptm_plus_strain_fast,LogisticReg,Swine,Swine,86
HA_full,ptm_slow,RandomForest,Avian,Avian,141
HA_full,ptm_slow,RandomForest,Avian,Human,0
HA_full,ptm_slow,RandomForest,Avian,Swine,0
HA_full,ptm_slow,RandomForest,Human,Avian,363
HA_full,ptm_slow,RandomForest,Human,Human,7
HA_full,ptm_slow,RandomForest,Human,Swine,4
HA_full,ptm_slow,RandomForest,Swine,Avian,83
HA_full,ptm_slow,RandomForest,Swine,Human,1
HA_full,ptm_slow,RandomForest,Swine,Swine,14
HA_full,ptm_plus_strain_slow,RandomForest,Avian,Avian,135
HA_full,ptm_plus_strain_slow,RandomForest,Avian,Human,6
HA_full,ptm_plus_strain_slow,RandomForest,Avian,Swine,0
HA_full,ptm_plus_strain_slow,RandomForest,Human,Avian,34
HA_full,ptm_plus_strain_slow,RandomForest,Human,Human,336
HA_full,ptm_plus_strain_slow,RandomForest,Human,Swine,4
HA_full,ptm_plus_strain_slow,RandomForest,Swine,Avian,4
HA_full,ptm_plus_strain_slow,RandomForest,Swine,Human,80
HA_full,ptm_plus_strain_slow,RandomForest,Swine,Swine,14
HA_full,ptm_slow,LogisticReg,Avian,Avian,141
HA_full,ptm_slow,LogisticReg,Avian,Human,0
HA_full,ptm_slow,LogisticReg,Avian,Swine,0
HA_full,ptm_slow,LogisticReg,Human,Avian,363
HA_full,ptm_slow,LogisticReg,Human,Human,7
HA_full,ptm_slow,LogisticReg,Human,Swine,4
HA_full,ptm_slow,LogisticReg,Swine,Avian,83
HA_full,ptm_slow,LogisticReg,Swine,Human,1
HA_full,ptm_slow,LogisticReg,Swine,Swine,14
HA_full,ptm_plus_strain_slow,LogisticReg,Avian,Avian,135
HA_full,ptm_plus_strain_slow,LogisticReg,Avian,Human,6
HA_full,ptm_plus_strain_slow,LogisticReg,Avian,Swine,0
HA_full,ptm_plus_strain_slow,LogisticReg,Human,Avian,34
HA_full,ptm_plus_strain_slow,LogisticReg,Human,Human,336
HA_full,ptm_plus_strain_slow,LogisticReg,Human,Swine,4
HA_full,ptm_plus_strain_slow,LogisticReg,Swine,Avian,4
HA_full,ptm_plus_strain_slow,LogisticReg,Swine,Human,80
HA_full,ptm_plus_strain_slow,LogisticReg,Swine,Swine,14
